model1,model2,graph_distance
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,NousResearch/Hermes-2-Pro-Llama-3-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,NousResearch/Hermes-3-Llama-3.1-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,NousResearch/Hermes-3-Llama-3.2-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,NousResearch/Meta-Llama-3-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,PowerInfer/SmallThinker-3B-Preview,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2-7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2-7B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-0.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-0.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-1.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-3B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-7B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-7B-Instruct-1M,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-0.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-0.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-1.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-3B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Coder-7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Math-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Math-1.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Math-7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen2.5-Math-7B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen3-1.7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen3-1.7B-Base,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen3-4B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Qwen/Qwen3-4B-Base,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,SakanaAI/TinySwallow-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,Writer/palmyra-mini,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,acon96/Home-Llama-3.2-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,aisingapore/Llama-SEA-LION-v3-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,allenai/Llama-3.1-Tulu-3-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,allenai/Llama-3.1-Tulu-3-8B-DPO,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,allenai/Llama-3.1-Tulu-3-8B-SFT,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,allenai/llama-3.1-tulu-2-8b,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,arcee-ai/Llama-3.1-SuperNova-Lite,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,arcee-ai/Meraj-Mini,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,dnotitia/Smoothie-Qwen3-1.7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,dphn/Dolphin3.0-Llama3.1-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,google/gemma-2-2b,1.0
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,google/gemma-2-2b-it,2.0
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,google/gemma-2-2b-jpn-it,3.0
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,inference-net/Schematron-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-3.1-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-3.1-8B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-3.2-1B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-3.2-1B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-3.2-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-3.2-3B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Llama-Guard-3-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Meta-Llama-3-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Meta-Llama-3-8B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,meta-llama/Meta-Llama-3.2-3B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,microsoft/Phi-3.5-mini-instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,microsoft/UserLM-8b,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,mistralai/Mistral-7B-Instruct-v0.2,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,mistralai/Mistral-7B-Instruct-v0.3,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,mistralai/Mistral-7B-v0.1,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,mistralai/Mistral-7B-v0.3,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/DLER-R1-1.5B-Research,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/Llama-3.1-8B-Instruct-FP8,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/OpenCodeReasoning-Nemotron-7B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/OpenMath-Nemotron-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/OpenMath2-Llama3.1-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,nvidia/OpenReasoning-Nemotron-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,tiiuae/Falcon3-1B-Base,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,tiiuae/Falcon3-1B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Llama-3.1-8B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Llama-3.2-1B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Llama-3.2-1B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Llama-3.2-3B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Meta-Llama-3.1-8B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Phi-3.5-mini-instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen2.5-0.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen2.5-0.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen2.5-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen2.5-1.5B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen2.5-Math-1.5B,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen2.5-Math-7B-Instruct,
INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,unsloth/Qwen3-1.7B-Base,
Jurema-br/Jurema-7B,MLP-KTLim/llama-3-Korean-Bllossom-8B,
Jurema-br/Jurema-7B,Menlo/AlphaSpace-1.5B,
Jurema-br/Jurema-7B,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
Jurema-br/Jurema-7B,NousResearch/Hermes-2-Pro-Llama-3-8B,
Jurema-br/Jurema-7B,NousResearch/Hermes-3-Llama-3.1-8B,
Jurema-br/Jurema-7B,NousResearch/Hermes-3-Llama-3.2-3B,
Jurema-br/Jurema-7B,NousResearch/Meta-Llama-3-8B,
Jurema-br/Jurema-7B,PowerInfer/SmallThinker-3B-Preview,14.0
Jurema-br/Jurema-7B,Qwen/Qwen2-7B,12.0
Jurema-br/Jurema-7B,Qwen/Qwen2-7B-Instruct,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-0.5B,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-0.5B-Instruct,12.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-1.5B,12.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-1.5B-Instruct,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-3B,12.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-3B-Instruct,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-7B,2.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-7B-Instruct,1.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-7B-Instruct-1M,3.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-0.5B,12.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-0.5B-Instruct,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-1.5B,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-1.5B-Instruct,14.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-3B,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-3B-Instruct,14.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Coder-7B,3.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Math-1.5B,13.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Math-1.5B-Instruct,14.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Math-7B,3.0
Jurema-br/Jurema-7B,Qwen/Qwen2.5-Math-7B-Instruct,4.0
Jurema-br/Jurema-7B,Qwen/Qwen3-1.7B,12.0
Jurema-br/Jurema-7B,Qwen/Qwen3-1.7B-Base,13.0
Jurema-br/Jurema-7B,Qwen/Qwen3-4B,
Jurema-br/Jurema-7B,Qwen/Qwen3-4B-Base,
Jurema-br/Jurema-7B,SakanaAI/TinySwallow-1.5B,14.0
Jurema-br/Jurema-7B,Writer/palmyra-mini,13.0
Jurema-br/Jurema-7B,acon96/Home-Llama-3.2-3B,
Jurema-br/Jurema-7B,aisingapore/Llama-SEA-LION-v3-8B,
Jurema-br/Jurema-7B,allenai/Llama-3.1-Tulu-3-8B,
Jurema-br/Jurema-7B,allenai/Llama-3.1-Tulu-3-8B-DPO,
Jurema-br/Jurema-7B,allenai/Llama-3.1-Tulu-3-8B-SFT,
Jurema-br/Jurema-7B,allenai/llama-3.1-tulu-2-8b,
Jurema-br/Jurema-7B,arcee-ai/Llama-3.1-SuperNova-Lite,
Jurema-br/Jurema-7B,arcee-ai/Meraj-Mini,2.0
Jurema-br/Jurema-7B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Jurema-br/Jurema-7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,2.0
Jurema-br/Jurema-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
Jurema-br/Jurema-7B,dnotitia/Smoothie-Qwen3-1.7B,13.0
Jurema-br/Jurema-7B,dphn/Dolphin3.0-Llama3.1-8B,
Jurema-br/Jurema-7B,google/gemma-2-2b,
Jurema-br/Jurema-7B,google/gemma-2-2b-it,
Jurema-br/Jurema-7B,google/gemma-2-2b-jpn-it,
Jurema-br/Jurema-7B,inference-net/Schematron-3B,
Jurema-br/Jurema-7B,meta-llama/Llama-3.1-8B,
Jurema-br/Jurema-7B,meta-llama/Llama-3.1-8B-Instruct,
Jurema-br/Jurema-7B,meta-llama/Llama-3.2-1B,
Jurema-br/Jurema-7B,meta-llama/Llama-3.2-1B-Instruct,
Jurema-br/Jurema-7B,meta-llama/Llama-3.2-3B,
Jurema-br/Jurema-7B,meta-llama/Llama-3.2-3B-Instruct,
Jurema-br/Jurema-7B,meta-llama/Llama-Guard-3-8B,
Jurema-br/Jurema-7B,meta-llama/Meta-Llama-3-8B,
Jurema-br/Jurema-7B,meta-llama/Meta-Llama-3-8B-Instruct,
Jurema-br/Jurema-7B,meta-llama/Meta-Llama-3.2-3B,
Jurema-br/Jurema-7B,microsoft/Phi-3.5-mini-instruct,
Jurema-br/Jurema-7B,microsoft/UserLM-8b,
Jurema-br/Jurema-7B,mistralai/Mistral-7B-Instruct-v0.2,
Jurema-br/Jurema-7B,mistralai/Mistral-7B-Instruct-v0.3,
Jurema-br/Jurema-7B,mistralai/Mistral-7B-v0.1,
Jurema-br/Jurema-7B,mistralai/Mistral-7B-v0.3,
Jurema-br/Jurema-7B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
Jurema-br/Jurema-7B,nvidia/DLER-R1-1.5B-Research,
Jurema-br/Jurema-7B,nvidia/Llama-3.1-8B-Instruct-FP8,
Jurema-br/Jurema-7B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
Jurema-br/Jurema-7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,2.0
Jurema-br/Jurema-7B,nvidia/OpenCodeReasoning-Nemotron-7B,2.0
Jurema-br/Jurema-7B,nvidia/OpenMath-Nemotron-1.5B,14.0
Jurema-br/Jurema-7B,nvidia/OpenMath2-Llama3.1-8B,
Jurema-br/Jurema-7B,nvidia/OpenReasoning-Nemotron-1.5B,13.0
Jurema-br/Jurema-7B,tiiuae/Falcon3-1B-Base,
Jurema-br/Jurema-7B,tiiuae/Falcon3-1B-Instruct,
Jurema-br/Jurema-7B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
Jurema-br/Jurema-7B,unsloth/Llama-3.1-8B,
Jurema-br/Jurema-7B,unsloth/Llama-3.2-1B,
Jurema-br/Jurema-7B,unsloth/Llama-3.2-1B-Instruct,
Jurema-br/Jurema-7B,unsloth/Llama-3.2-3B-Instruct,
Jurema-br/Jurema-7B,unsloth/Meta-Llama-3.1-8B-Instruct,
Jurema-br/Jurema-7B,unsloth/Phi-3.5-mini-instruct,
Jurema-br/Jurema-7B,unsloth/Qwen2.5-0.5B,14.0
Jurema-br/Jurema-7B,unsloth/Qwen2.5-0.5B-Instruct,13.0
Jurema-br/Jurema-7B,unsloth/Qwen2.5-1.5B,13.0
Jurema-br/Jurema-7B,unsloth/Qwen2.5-1.5B-Instruct,14.0
Jurema-br/Jurema-7B,unsloth/Qwen2.5-Math-1.5B,14.0
Jurema-br/Jurema-7B,unsloth/Qwen2.5-Math-7B-Instruct,5.0
Jurema-br/Jurema-7B,unsloth/Qwen3-1.7B-Base,14.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,Menlo/AlphaSpace-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,12.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,NousResearch/Hermes-2-Pro-Llama-3-8B,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,NousResearch/Hermes-3-Llama-3.1-8B,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,NousResearch/Hermes-3-Llama-3.2-3B,12.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,NousResearch/Meta-Llama-3-8B,1.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,PowerInfer/SmallThinker-3B-Preview,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2-7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2-7B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-0.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-0.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-1.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-3B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-3B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-7B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-7B-Instruct-1M,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-0.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-0.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-1.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-3B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-3B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Coder-7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Math-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Math-1.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Math-7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen2.5-Math-7B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen3-1.7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen3-1.7B-Base,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen3-4B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Qwen/Qwen3-4B-Base,
MLP-KTLim/llama-3-Korean-Bllossom-8B,SakanaAI/TinySwallow-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,Writer/palmyra-mini,
MLP-KTLim/llama-3-Korean-Bllossom-8B,acon96/Home-Llama-3.2-3B,12.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,aisingapore/Llama-SEA-LION-v3-8B,3.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,allenai/Llama-3.1-Tulu-3-8B,4.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,3.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,allenai/llama-3.1-tulu-2-8b,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,arcee-ai/Llama-3.1-SuperNova-Lite,3.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,arcee-ai/Meraj-Mini,
MLP-KTLim/llama-3-Korean-Bllossom-8B,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,
MLP-KTLim/llama-3-Korean-Bllossom-8B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,dnotitia/Smoothie-Qwen3-1.7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,dphn/Dolphin3.0-Llama3.1-8B,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,google/gemma-2-2b,
MLP-KTLim/llama-3-Korean-Bllossom-8B,google/gemma-2-2b-it,
MLP-KTLim/llama-3-Korean-Bllossom-8B,google/gemma-2-2b-jpn-it,
MLP-KTLim/llama-3-Korean-Bllossom-8B,inference-net/Schematron-3B,12.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-3.1-8B,1.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-3.1-8B-Instruct,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-3.2-1B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-3.2-1B-Instruct,11.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-3.2-3B,11.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-3.2-3B-Instruct,11.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Llama-Guard-3-8B,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Meta-Llama-3-8B,1.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Meta-Llama-3-8B-Instruct,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,meta-llama/Meta-Llama-3.2-3B,11.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,microsoft/Phi-3.5-mini-instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,microsoft/UserLM-8b,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,mistralai/Mistral-7B-Instruct-v0.2,
MLP-KTLim/llama-3-Korean-Bllossom-8B,mistralai/Mistral-7B-Instruct-v0.3,
MLP-KTLim/llama-3-Korean-Bllossom-8B,mistralai/Mistral-7B-v0.1,
MLP-KTLim/llama-3-Korean-Bllossom-8B,mistralai/Mistral-7B-v0.3,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/DLER-Llama-Nemotron-8B-Merge-Research,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/DLER-R1-1.5B-Research,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/Llama-3.1-8B-Instruct-FP8,3.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/Llama-3.1-Nemotron-Nano-8B-v1,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/OpenCodeReasoning-Nemotron-7B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/OpenMath-Nemotron-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/OpenMath2-Llama3.1-8B,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,nvidia/OpenReasoning-Nemotron-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,tiiuae/Falcon3-1B-Base,
MLP-KTLim/llama-3-Korean-Bllossom-8B,tiiuae/Falcon3-1B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/DeepSeek-R1-Distill-Qwen-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Llama-3.1-8B,2.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Llama-3.2-1B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Llama-3.2-1B-Instruct,12.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Llama-3.2-3B-Instruct,12.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Meta-Llama-3.1-8B-Instruct,3.0
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Phi-3.5-mini-instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen2.5-0.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen2.5-0.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen2.5-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen2.5-1.5B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen2.5-Math-1.5B,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen2.5-Math-7B-Instruct,
MLP-KTLim/llama-3-Korean-Bllossom-8B,unsloth/Qwen3-1.7B-Base,
Menlo/AlphaSpace-1.5B,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
Menlo/AlphaSpace-1.5B,NousResearch/Hermes-2-Pro-Llama-3-8B,
Menlo/AlphaSpace-1.5B,NousResearch/Hermes-3-Llama-3.1-8B,
Menlo/AlphaSpace-1.5B,NousResearch/Hermes-3-Llama-3.2-3B,
Menlo/AlphaSpace-1.5B,NousResearch/Meta-Llama-3-8B,
Menlo/AlphaSpace-1.5B,PowerInfer/SmallThinker-3B-Preview,
Menlo/AlphaSpace-1.5B,Qwen/Qwen2-7B,
Menlo/AlphaSpace-1.5B,Qwen/Qwen2-7B-Instruct,
Menlo/AlphaSpace-1.5B,Qwen/Qwen2.5-0.5B,
